"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150"
"1",1,0.99631627549694,0.999846044664805,0.998381908522834,0.999419658433154,0.998257273301791,0.998893924304699,0.999579490294059,0.998133732425351,0.996820092626233,0.999920522360053,0.998214900827287,0.996875378313084,0.998404002185038,0.997867907014898,0.994669254925315,0.997135529367987,0.999827950474373,0.998827052494113,0.998185682473928,0.996352973452351,0.998841234033727,0.991911850834193,0.996064350073508,0.991720784002183,0.993132948780032,0.998892168010684,0.999714304691606,0.99944215856991,0.997564857209908,0.996426741492474,0.997117434220549,0.994435569852961,0.99625641251669,0.997255924592602,0.99826753344793,0.998434520085203,0.998462010458042,0.999540866752134,0.999452263619235,0.999421221860153,0.977254371425574,0.999076191461113,0.997812794708596,0.994565925370668,0.997121084866071,0.997679858118257,0.999613454848683,0.999826488290477,0.999533796937234,0.814823364154232,0.815610804951613,0.782110619469173,0.739149391987508,0.767964444018429,0.749196580706078,0.797616712953102,0.823161574873511,0.787406153343938,0.788189357015221,0.743499951556443,0.812032274397079,0.758001357631021,0.753942667363271,0.863743979811401,0.825702351304257,0.760031608897529,0.797302550483808,0.695533772071747,0.787617096973715,0.748981954893657,0.822175261417676,0.693643131758378,0.74900998480191,0.810699843259076,0.813857835367555,0.762161644066527,0.748461454264206,0.769730488660085,0.845831880254884,0.782837207258016,0.796415196976148,0.815746261377624,0.669502527528699,0.747057362928192,0.81832811353847,0.795059510562476,0.73136142245565,0.817074610103291,0.766005078794778,0.729853660221414,0.77607796670046,0.793262168541507,0.812654536465758,0.770584221446749,0.810342037337565,0.798072266432109,0.804952996397355,0.872975505944414,0.798984144171464,0.578270849976634,0.605309511857848,0.64171302945173,0.617555501312451,0.602935450856878,0.604069533514706,0.570722981482219,0.615773947466096,0.57916357222026,0.676346384037534,0.724224695082653,0.631744338050162,0.66616386486522,0.572086683701035,0.588780685463342,0.680732474102712,0.657801160084252,0.673472096572914,0.533696124504635,0.585969413277373,0.665477752880955,0.624282153940658,0.586088441186563,0.676058473913118,0.67255689454674,0.670714426433527,0.695483635189361,0.704319806701428,0.598556636781769,0.67646257543322,0.627169558665341,0.719763091354183,0.592814708081186,0.676347390498092,0.580626282391983,0.648703686632353,0.65376030106892,0.662498175084769,0.710633960899184,0.695726824612948,0.645724607439795,0.71996021382435,0.605309511857848,0.634769490767027,0.654104321914206,0.684914489720435,0.631668824804165,0.686100013715221,0.678894856798716,0.662032498788941
"2",0.99631627549694,1,0.996975017910981,0.997589877643839,0.992923747000922,0.992044260660141,0.991423608101313,0.997210524160049,0.998702280781604,0.999137573202596,0.9962532654428,0.994278556817388,0.999585914456052,0.993864708121143,0.991820769016199,0.982758357164195,0.989044109874725,0.99606651534275,0.997184632667036,0.989665315790875,0.998844250308802,0.991933726227735,0.978852262609869,0.997596881873702,0.989487555775027,0.998927536298884,0.996951944777126,0.997543973089817,0.998519733574265,0.996439703716209,0.998343477412191,0.998534318660922,0.982397378164031,0.985196588687533,0.999572726778144,0.997957908557189,0.998046677757593,0.991007001118838,0.997328955147579,0.998088301233162,0.994090111596326,0.991629802226556,0.992710476908611,0.993820458568778,0.987944058120312,0.999839856127697,0.989783904827409,0.996202196174954,0.995189016480312,0.998467527987176,0.850995252608083,0.849796881283062,0.820487143809432,0.784882740888644,0.809407854780945,0.787315965852146,0.830704526460823,0.860890308052726,0.826581575430491,0.825335534500701,0.790835189567745,0.847146810367806,0.804204424830053,0.792524698218422,0.896233027518618,0.861742364787918,0.794919407076651,0.834885604455127,0.745667838533164,0.828288094756034,0.783434022134049,0.859963829291078,0.739963181620422,0.788311620994487,0.84853169964832,0.851277307031986,0.804169829124175,0.788956976593523,0.808001684318711,0.882734551335957,0.824853560442456,0.837469856489159,0.853714052436394,0.712796868464006,0.78101171459653,0.847527485246735,0.832418726723885,0.778839436941128,0.849644592747097,0.807954014814331,0.770267725242503,0.812660541396548,0.833442850427249,0.852950688330498,0.809500326816898,0.843225086817517,0.833426387354404,0.842259223200632,0.908073263017629,0.8359642961205,0.625694380493725,0.657930020615141,0.692795652283918,0.667043877479594,0.653837931255779,0.655709958094343,0.623596622507313,0.666793991360353,0.634653095483205,0.721192051664507,0.770025348643756,0.685024579342461,0.716731306520577,0.628800396188963,0.643724683122195,0.728659849176417,0.706086986107417,0.715704915522708,0.590481793615588,0.643227803176254,0.71450077331812,0.675623515260187,0.63955797200293,0.728238770854697,0.718519568603127,0.717636419530679,0.745819318203652,0.751204967736124,0.651719674931992,0.724828764446671,0.679993446822397,0.761276349629237,0.646638716088431,0.725045596507895,0.63142275141922,0.701282934697712,0.69879454451541,0.709000907157324,0.757149404332807,0.744773130861264,0.696571236724797,0.769663894867,0.657930020615141,0.683752069211482,0.70242713343063,0.736312821383654,0.687708920858821,0.735419216761633,0.722807428558907,0.708745515942237
"3",0.999846044664805,0.996975017910981,1,0.998426464570997,0.998976246939304,0.9970921604614,0.998245910910567,0.999418330210461,0.998532169777787,0.99731319248812,0.999589900602004,0.997737770534641,0.997591037630463,0.998976038894509,0.997655030999105,0.993200764527579,0.996365123610797,0.999527006062683,0.998282428485969,0.997223848330923,0.996375634675918,0.997907199575844,0.991467477754759,0.995531016125482,0.990916450540628,0.993674356746823,0.998315890140607,0.999557824570393,0.999572167822204,0.997390615968372,0.996568613586364,0.997053306005102,0.993358493973191,0.995270945683982,0.997602054564458,0.998805441200419,0.998733742139654,0.998066277896904,0.999824502632338,0.999389576252967,0.999121184069318,0.979136017195159,0.998909870383468,0.996709254155834,0.993023406683224,0.997538047372887,0.996769226992474,0.999553819515901,0.999400076416886,0.999671894588746,0.815373513759355,0.815717069510678,0.782447166774021,0.741219094834513,0.768808560512077,0.749745356422608,0.797077867840861,0.826057084561069,0.788397889553167,0.789064998558666,0.747071412177438,0.81238543737363,0.760897689045095,0.754293532907109,0.865077611452999,0.826483494246581,0.759716881739409,0.799023575008808,0.697369842053386,0.789730717285883,0.747746696197311,0.823630919723558,0.694570321986245,0.749828457677612,0.81185275007361,0.814744352259798,0.763151377355289,0.748450949625862,0.770055612358531,0.848422640009598,0.785229913809155,0.799066703758374,0.817443684875066,0.669446464867601,0.746499892997324,0.817442388619779,0.795420375695759,0.733430280312252,0.817561990231266,0.76764253070922,0.730910744701454,0.77633676225697,0.795044759397114,0.815845454681984,0.771612619749479,0.810964886370648,0.798758110404432,0.805955164363504,0.876031435454145,0.800006121333985,0.578597829314746,0.60858558032553,0.643849485983818,0.620113671645236,0.604698646002113,0.605759248567813,0.575380372609062,0.618046941302119,0.582329487827004,0.676804475295185,0.726755164607208,0.635005215488502,0.668605172455772,0.575758246764231,0.591165049893594,0.682539626534944,0.66041964053169,0.673803447891402,0.535521187474161,0.590764207949911,0.667139182423489,0.627444067092187,0.58811410283759,0.679948927288209,0.674145760226106,0.672790727263106,0.699303623335055,0.707561153444414,0.601005732559503,0.6792595602844,0.629748583086651,0.720719013692376,0.595141828038207,0.680070622656252,0.584017398429205,0.650732795611467,0.654512060967293,0.664876969554554,0.713979252525695,0.698164901492321,0.647426851207105,0.722530042560544,0.60858558032553,0.636128794131416,0.655155350850784,0.687441951481135,0.635665604801902,0.688884011812042,0.679966769817774,0.664869389870014
"4",0.998381908522834,0.997589877643839,0.998426464570997,1,0.997092965686874,0.996614877617743,0.996517102691489,0.999570130670727,0.999731151893101,0.999295417190747,0.998569708023668,0.99919619172842,0.998758906929717,0.996022812854801,0.992616990610749,0.98891063074023,0.991392944547456,0.997534744396784,0.998643602142691,0.995256298410831,0.998828932325738,0.995798398429326,0.98444316579361,0.99707447753774,0.996305952596621,0.996837122642098,0.998680221997774,0.999295041312786,0.998520623374214,0.999810060512414,0.999400864238808,0.996193459529857,0.991321210215591,0.991447685763303,0.999071356190891,0.996078900300477,0.996245186784961,0.996689280629951,0.999099493527652,0.999534670849821,0.995876084057791,0.981256072115684,0.997254009360181,0.995550901875339,0.995399113496523,0.997618060779929,0.996496559172397,0.999297210155583,0.998366474413142,0.999000674990381,0.84250765285611,0.843611099070489,0.812041412850894,0.772126450570473,0.798451675513,0.783239243412417,0.827067692819432,0.851903567538863,0.817511886576312,0.819265772228252,0.776545954939952,0.840439320199508,0.789482824561552,0.786964461479061,0.888083331213314,0.852380516598881,0.7930007084464,0.828278966659383,0.729139995549255,0.818474412616672,0.78123213324802,0.849363550350779,0.728846835579163,0.782942999454036,0.83898416667295,0.841437336750941,0.793260330180253,0.779981926895934,0.801200882569687,0.871544948002828,0.81373807565627,0.826509899958228,0.844167930337689,0.706733489540556,0.781114574565822,0.846560799114127,0.824131038339248,0.763746982178439,0.846494784236065,0.797928675017389,0.76536119759108,0.807702072417024,0.823285220727797,0.841482682380661,0.802872487608308,0.840574960470881,0.828660006195625,0.834121207454219,0.895407839514704,0.829139526629746,0.620462981644026,0.647070320977526,0.680436464332727,0.659292356940226,0.644103416142354,0.644628475308917,0.614892949250443,0.656659839462343,0.621084651649798,0.713164613783392,0.759347983702162,0.67125084902978,0.703583464248607,0.614237034874072,0.629380728491465,0.717666320962382,0.697342010879057,0.711638043129386,0.575863079318401,0.627512182110468,0.702800137244715,0.665269016881926,0.62731163783554,0.712999609381286,0.710945301706833,0.709375339282867,0.731733066555221,0.74126413091881,0.639684358526778,0.714690216054735,0.666546030778675,0.755511441402714,0.633784534358846,0.71499829564857,0.62459584350717,0.685455767047043,0.692789080211768,0.702224495495007,0.747259408971346,0.731429794895581,0.683548986743752,0.752537215674307,0.647070320977526,0.674115669072143,0.691759409628449,0.719945816650375,0.669970936169518,0.722967259730109,0.717042142433046,0.702035918373933
"5",0.999419658433154,0.992923747000922,0.998976246939304,0.997092965686874,1,0.998689850352327,0.999894465614009,0.998683539009426,0.996256076136704,0.994293590255722,0.999349081736011,0.998212688473038,0.994086485273673,0.998239308237668,0.99769772513757,0.996981585343478,0.997742303817199,0.999120145026146,0.997466502612601,0.999520329528575,0.993645702968386,0.999376974296249,0.994656749420965,0.993413366455454,0.991559367949325,0.989186348624503,0.997663369309082,0.998641003150821,0.997724503964936,0.99651866247814,0.994121724708289,0.994231309593109,0.997419635586718,0.998443720492438,0.994566496057071,0.996087152592769,0.99624195086631,0.999629112062976,0.998575032179779,0.998108889818629,0.999224063149267,0.969523958945343,0.999752559186072,0.997060363799104,0.995620084461974,0.993988624799576,0.999072800184382,0.999181718121928,0.999683149061747,0.997964874638258,0.801324198470738,0.803042228027627,0.768014517921539,0.72254718063479,0.752628843368379,0.736156720695433,0.785771756623595,0.809590544451829,0.77308375023048,0.775017466967471,0.726439301947581,0.799154021369696,0.741006774241896,0.7404242489439,0.851423600491943,0.812092113292303,0.748140366241837,0.784056493171034,0.676966194540352,0.772953530098308,0.736988975773987,0.807967750625655,0.677055929731492,0.735432343336476,0.796650543764649,0.799805647057249,0.746716740164848,0.733652791549144,0.756015489612471,0.831946665423798,0.767598694547349,0.78150759035682,0.801761566258711,0.654629233872275,0.735811005038659,0.808008269400476,0.781263187428932,0.713811990918102,0.805648219314053,0.750880490649941,0.716140189071692,0.763184525910817,0.778589151358468,0.797940430406519,0.756864830270001,0.798968161313404,0.785610901879443,0.791314968874579,0.859350525471862,0.785717300395914,0.562652907365554,0.587648031768591,0.62387925608484,0.601231630629465,0.585677666634871,0.586315322638836,0.553776700915153,0.59848299692318,0.56017501217219,0.660732754480043,0.708144417203532,0.61325684288109,0.648333155728813,0.552670604807798,0.569610588527448,0.663921648557169,0.641552296608959,0.659371940132978,0.513942117598503,0.566373695455677,0.648214588410154,0.607023385199138,0.567687470669519,0.657632579213875,0.656958790390371,0.654811356960025,0.677758761139031,0.688266060954578,0.580347852621656,0.65991201759609,0.608744544640042,0.705564931495326,0.57424063261621,0.659913303258481,0.564362515327408,0.629715246596654,0.638603435813991,0.647090253360334,0.694704368802669,0.678229372235133,0.6277271838506,0.701498657706413,0.587648031768591,0.61792919624803,0.637142629908543,0.666184627880126,0.611757779197109,0.668794281310961,0.664120818161913,0.646674236991147
"6",0.998257273301791,0.992044260660141,0.9970921604614,0.996614877617743,0.998689850352327,1,0.998903641083744,0.998174891171691,0.995092924405225,0.993547233617412,0.998815573142488,0.998256023177463,0.992686894126919,0.994216582879298,0.995548021661696,0.996820546912697,0.99666952513894,0.998376380583625,0.998529548602153,0.99915295933823,0.994568745251571,0.999524842729737,0.990434092043724,0.99574904676102,0.993651078508131,0.989705323600462,0.998717766482661,0.99816083805344,0.996708301201264,0.996706837904139,0.99445681687088,0.99477417047024,0.996081328961044,0.997037140060884,0.994269340590499,0.993818497536022,0.99475631323347,0.997831621368251,0.996577925287345,0.997657520835215,0.997777983397972,0.968795031658253,0.997587577946758,0.998964857189931,0.998251439658034,0.993502239802258,0.998905977398216,0.997903514412848,0.999095252755326,0.996896015704001,0.815353596642016,0.81784621262904,0.783796409717108,0.735490055488089,0.767903587412443,0.751440518941618,0.802467078818056,0.816308309867313,0.786952973263863,0.788578698833927,0.734885605806875,0.813505211038313,0.751195178047099,0.756479938503597,0.861104456658061,0.825204424713104,0.765041056418888,0.794896365184984,0.692448673707614,0.783632987465956,0.756804286596168,0.819493208422693,0.69429530320113,0.750242533086402,0.809310606934005,0.813159877147004,0.761760368574301,0.751558163198086,0.771917036707548,0.839147545054397,0.777847692541185,0.790441482325191,0.812628730867785,0.674217925854998,0.753266723498478,0.824295849343119,0.796503400921081,0.727382458965605,0.818643647430396,0.763758228006779,0.730689209272103,0.778675100058462,0.79014267578639,0.804645170456023,0.770681301940433,0.811686205166021,0.799091776569164,0.804356215455222,0.864015959923609,0.798643344664114,0.582919038324099,0.599824362865405,0.639106939801528,0.614648131734357,0.602302978972009,0.603426723478743,0.561536369535888,0.613392973532443,0.573843681868944,0.679132149884096,0.719712010456332,0.62555943066371,0.662219997517259,0.565105254780261,0.585628577350555,0.678916046431631,0.65412579397887,0.677305449999541,0.532701638957696,0.575141783287528,0.66415815996924,0.619035017462681,0.584410378924399,0.66716304045188,0.672056916558448,0.668638454290036,0.686765034240892,0.69797216607476,0.595501446944734,0.671803718201479,0.623185437786795,0.720900472574537,0.590051967839927,0.668809857798615,0.57562190111944,0.645729038390976,0.656249435302468,0.659809796711963,0.703888871805854,0.6914061655274,0.644273239397801,0.714232998112254,0.599824362865405,0.635047866111289,0.654924402228638,0.679908908803979,0.622519025568438,0.680989022280969,0.680173776485389,0.657935454867099
"7",0.998893924304699,0.991423608101313,0.998245910910567,0.996517102691489,0.999894465614009,0.998903641083744,1,0.998189438034167,0.995348841539719,0.993217853644582,0.998922694196563,0.998200458424277,0.99279034844797,0.997467869701198,0.997042704464252,0.997577515224431,0.997524077625413,0.998567568144758,0.996984509753718,0.999819538509079,0.992718395606697,0.999414600744548,0.994811259631246,0.992630149423664,0.991918717279073,0.98775734915981,0.99723250452926,0.998059945682178,0.996787386386492,0.996158594761941,0.99330246592066,0.993026289439184,0.998252353494994,0.998866306886435,0.993454214380508,0.994737935232153,0.994991805883793,0.999722624237863,0.997835065380892,0.997444635821851,0.998728962048591,0.966404931871763,0.999595390815991,0.996843166622766,0.996374893777037,0.992611168345381,0.999501697787738,0.998760166138728,0.999418663973678,0.997098873402992,0.798906437608627,0.801120137591621,0.765690985065594,0.718968219292014,0.749760015622213,0.734385270645096,0.784462292584615,0.806219291506994,0.770421598371876,0.772826262924817,0.722079143142445,0.797064515688641,0.736833075107971,0.73851413313345,0.848752290835144,0.809460931260685,0.747001470276498,0.781468329445622,0.672956836043281,0.769762814329128,0.736164124565741,0.804906167817551,0.674158051629736,0.733374292737551,0.793854581351727,0.797068567511046,0.743800874661763,0.731396004733291,0.753933517546417,0.828372905235356,0.764119241756598,0.777950457477269,0.798759506494971,0.652834110537651,0.735058333170654,0.807208181617193,0.778949740206973,0.709904880738158,0.804014608556203,0.747844236305768,0.714064881372375,0.761388601240819,0.775472528672062,0.794107183838344,0.754541035334596,0.797356364526644,0.783675144653504,0.788777406655902,0.855394932925645,0.783360566444727,0.560875959282405,0.583943619813306,0.620370148435574,0.598234135227229,0.582701951742439,0.583174616731396,0.54988764830485,0.595252206837097,0.556138192241798,0.65845934251844,0.704693299494219,0.609129307957135,0.644586359818779,0.54830677306704,0.565751607687571,0.660713826663721,0.638371042840542,0.65771343421362,0.510284633275509,0.561421041737723,0.644967567968706,0.603424522852988,0.564263407114824,0.653042408525082,0.654324462889577,0.651896574472386,0.673351372839564,0.684662252684897,0.576788256887146,0.656456673040851,0.604920996232508,0.703408624456708,0.570613097875371,0.656126465386364,0.561206436427885,0.625751123523108,0.636517415905483,0.644278506712942,0.691066849111806,0.674443934833695,0.624285675853393,0.697118906966846,0.583943619813306,0.615104121300825,0.634278328369593,0.661940971610213,0.60679181510765,0.665009750472616,0.661937156181836,0.643701471302975
"8",0.999579490294059,0.997210524160049,0.999418330210461,0.999570130670727,0.998683539009426,0.998174891171691,0.998189438034167,1,0.999203476604909,0.99833836388504,0.999707957150271,0.999211570154095,0.998018000068098,0.997269984283131,0.995597512168876,0.992497402475566,0.994794494267474,0.999132661881848,0.999346117297867,0.997307686021198,0.998076365639523,0.997945327532852,0.98842097338118,0.997267262278597,0.994692726448788,0.995345784609813,0.999401363177248,0.999935820747464,0.99933155550987,0.999146164368159,0.998328778586848,0.997159305337964,0.993404442645513,0.994377469424761,0.998509597012231,0.997374119990754,0.997639702982439,0.997950224174592,0.999563294166308,0.99990748364368,0.998056231414632,0.979304327769286,0.998476466539269,0.997465617059897,0.99585671556705,0.997703456038898,0.997664813632197,0.999806548271163,0.999570412345198,0.999607906251823,0.829782477850617,0.830853907015342,0.798328119665824,0.756350446838342,0.784331099259262,0.767340321924163,0.813811050733694,0.837701454455981,0.803459309618684,0.804710603634763,0.760149276430339,0.827399400147489,0.774132828720842,0.771680651319747,0.876619624011769,0.840065271107548,0.777914366755231,0.813432898120539,0.713263120095008,0.803613069687832,0.76688073481885,0.836557354206836,0.712431414443769,0.767021378846166,0.825750159206343,0.828660403408265,0.778784585042738,0.765665309288532,0.78670749366487,0.858983753581034,0.798775860920673,0.811820497739144,0.830639964725623,0.68960915558102,0.765548119275399,0.833954431898414,0.810814849961611,0.748320178565611,0.83281055163403,0.782761913951715,0.748570487382143,0.793109861151577,0.808972316184134,0.827186594818049,0.787688532685568,0.826430180899753,0.8143806666869,0.820486739152192,0.884259489132695,0.81498621332058,0.60076274126076,0.626508349990166,0.661857863644793,0.63895557862942,0.624428280349475,0.625314924176118,0.592522895582401,0.636919759707824,0.600566030362127,0.696081107565284,0.742289845259524,0.651863843374661,0.685527567228567,0.593423013961685,0.609847193258865,0.700049154202788,0.678067147813615,0.693846727955273,0.555809979299962,0.60655069156443,0.685076185058866,0.64511438869409,0.607569361076723,0.69462412548556,0.69262304913921,0.690737679934167,0.71368763173609,0.723010999404756,0.61980642780562,0.696012316233684,0.647497879010477,0.738671859030751,0.614055944347098,0.695724107552484,0.602804268332144,0.667966062602613,0.674462367847766,0.682904732432539,0.729114254047725,0.71420660473635,0.665602441165772,0.736865164731963,0.626508349990166,0.655484945015563,0.67410018501973,0.703091420595771,0.650964239353499,0.705014466533307,0.699000218733581,0.68238832483026
"9",0.998133732425351,0.998702280781604,0.998532169777787,0.999731151893101,0.996256076136704,0.995092924405225,0.995348841539719,0.999203476604909,1,0.999765615803273,0.998122672336082,0.998074281703006,0.999609672777748,0.996376524978326,0.992683804776834,0.98700827274863,0.990744254258152,0.997299661532376,0.998133690079443,0.993763328579433,0.998947519593275,0.994643669442385,0.983537960352934,0.996886359845363,0.994440505885444,0.997705877839776,0.998097060927244,0.999057123689669,0.998849918455092,0.999166693793592,0.999404577998724,0.996786746451345,0.989139612173421,0.989885624483389,0.999565361924054,0.997125700875437,0.997083883715785,0.995597653947417,0.999216906335401,0.999409391852934,0.995630686621882,0.984694870880767,0.996556314682726,0.994614041654725,0.992957676711817,0.998528692113693,0.994778273346626,0.998891898497092,0.997690266155606,0.999226215078588,0.843615993129393,0.843931691260041,0.812879097977688,0.775030593577869,0.800131725333963,0.783303344098642,0.826346718668805,0.854972429292683,0.818989649116316,0.820072347145823,0.78094655969014,0.841039125962069,0.793472786445145,0.787173745390081,0.88990118648309,0.853873724485871,0.792014932884906,0.829875545209646,0.732502629853172,0.820971277051289,0.779573031585883,0.851609289560604,0.730434738810219,0.78346349957386,0.840751031365796,0.843066893005445,0.795026703381703,0.780567515832835,0.801673331521942,0.874879492991735,0.816694223949617,0.829680953807901,0.846373407329419,0.706530685426806,0.779524049277974,0.845125125726594,0.824994257962096,0.767092122623049,0.846525701960477,0.800032767188877,0.76593059844554,0.807783852378154,0.82560673927399,0.845234134547299,0.803855795068192,0.840594632299349,0.829097091500287,0.835477467982764,0.899513495325575,0.83023742892539,0.620220896211102,0.650263495351712,0.683092199771229,0.661344202869586,0.645884376110903,0.646615301406388,0.618725403459072,0.658940484204563,0.624665783844662,0.713750844255042,0.762169850377774,0.675045572668462,0.706682309435758,0.618399122173003,0.632516580623975,0.71988150315081,0.699710959173069,0.711356550796068,0.578525031829147,0.632820973741455,0.705007007892421,0.66831045425474,0.629753839409592,0.71767411099267,0.712310936567503,0.711250946039541,0.736171617972425,0.744460358412201,0.642438890235332,0.717507817307726,0.669731133251021,0.75614250743248,0.636592250188776,0.718537307486292,0.627068980398362,0.688723812666306,0.69316352857675,0.704037488459676,0.750544029235219,0.734630390109685,0.686005064360979,0.756647502247985,0.650263495351712,0.675623797265435,0.693268958038346,0.723787183854502,0.675123769431294,0.726243632597017,0.717671124675012,0.704199205901833
"10",0.996820092626233,0.999137573202596,0.99731319248812,0.999295417190747,0.994293590255722,0.993547233617412,0.993217853644582,0.99833836388504,0.999765615803273,1,0.996904194948266,0.997005113168903,0.999813031488126,0.994493141197031,0.99054451461173,0.983851142781707,0.988278194626555,0.995981283945267,0.997601490823953,0.991455694187944,0.999420739930567,0.992730029304524,0.9795494794526,0.997244531510052,0.994187931069133,0.998895470722537,0.997499661269643,0.998213298529387,0.998173906176981,0.99877841968104,0.999714944039877,0.996790919106206,0.985966754620822,0.986810845637242,0.999815570980293,0.996353365547744,0.996389884123232,0.993407374456537,0.998179398591106,0.998767431136269,0.993825381911949,0.987555702841991,0.994546999711098,0.993570407196161,0.99163106379682,0.998763821812799,0.992727442281183,0.997697082420761,0.996255341381584,0.998536165604483,0.85426164796417,0.854272643807424,0.824339960093887,0.787881033961181,0.812211222352063,0.794898692485468,0.836776049412958,0.86511798463246,0.830394994756066,0.831070763102008,0.793591129888528,0.851544733333248,0.805995570498641,0.798898933705701,0.899038357202903,0.864318902762792,0.803062497484406,0.840627417793432,0.746633799428095,0.832347618656188,0.790843842968339,0.862259807643301,0.744071833177814,0.795243212654553,0.85161518781553,0.853886727253902,0.807233967267123,0.792832710544409,0.813219748877716,0.884727492004737,0.828304674486071,0.840879406615874,0.857055358675412,0.719942602109692,0.790510136071712,0.854612221437902,0.836122240602804,0.780352652876619,0.856390525002874,0.812011980803696,0.778009327482001,0.818933202637443,0.836935922808994,0.855924970927054,0.815332188649521,0.850540779710719,0.839678411495182,0.846330583334742,0.908476988101062,0.84106731175083,0.634897074681977,0.665016860766832,0.697705034642868,0.675585518405386,0.660782465394218,0.661691384611586,0.633147373055321,0.673635176757832,0.640219120485604,0.7273181291896,0.774996993383984,0.689813691518211,0.720941490360716,0.63407530544516,0.648160383520828,0.733688289568476,0.713458085101181,0.724398348500533,0.594995081211882,0.648127824975384,0.719185844601078,0.682724774444438,0.645210676294559,0.731713228858176,0.725805031566564,0.724808743219428,0.749714151304602,0.757401371087655,0.65763199481512,0.731107283815378,0.684656348495721,0.768564175081427,0.651996281634466,0.731868270079577,0.641464375488767,0.703629275919269,0.706814358841891,0.71743754059538,0.76332385731581,0.748375742655426,0.700674649872791,0.770288307458923,0.665016860766832,0.69006335201134,0.707546324836632,0.738056620916253,0.69021432834525,0.739997825411502,0.730834821118067,0.717482973994722
